Sun Jun  7 00:58:16 2026    profile.prof

         87521198 function calls (84105556 primitive calls) in 212.643 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1187    0.005    0.000    0.123    0.000 /usr/lib/python3.10/re.py:288(_compile)
      595    0.004    0.000    0.004    0.000 {built-in method pygame.transform.smoothscale}
     4056    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Inventory.py:31(_belt_label_surfaces)
     3415    0.004    0.000    0.004    0.000 {method 'clip' of 'pygame.rect.Rect' objects}
     4829    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
     1850    0.004    0.000    0.021    0.000 /usr/lib/python3.10/genericpath.py:39(isdir)
      957    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1807(calculate_angle)
     3755    0.004    0.000    0.004    0.000 {method 'capitalize' of 'str' objects}
     2369    0.004    0.000    0.008    0.000 /usr/lib/python3.10/typing.py:986(__setattr__)
      679    0.004    0.000    0.029    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:198(execute_attack)
      586    0.004    0.000    0.005    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:65(getargs)
      957    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1751(get_direction_from_angle)
      330    0.004    0.000    0.020    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ItemVisual.py:47(scale_image_to_tile)
       15    0.004    0.000    0.036    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Eskimo.py:9(__init__)
     3217    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Eskimo.py:54(check_death)
       11    0.004    0.000    0.153    0.014 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:139(load_entity_masks_from_disk)
     1194    0.004    0.000    0.008    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:45(_default_name)
      158    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:520(choose_random_spawn_pos)
      476    0.004    0.000    0.052    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:660(_position_sprite_for_seat)
   465/13    0.004    0.000    1.240    0.095 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
      312    0.004    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/input.py:22(just_pressed_direction)
      317    0.004    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:538(generate_combat_context)
      330    0.004    0.000    3.397    0.010 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:270(add_item_visual)
      950    0.004    0.000    0.077    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2909(__init__)
     4532    0.004    0.000    0.004    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:205(<genexpr>)
     6725    0.004    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:56(empty_func_is_not_nicey)
     1426    0.004    0.000    0.091    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ImageCache.py:22(folder_cache_key)
      132    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:141(_normalize_placement)
     1634    0.004    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/grid_pathfinder.py:88(_heuristic)
      520    0.004    0.000    0.007    0.000 /usr/lib/python3.10/typing.py:146(_type_check)
      279    0.004    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:110(get_map_bounds)
     6828    0.003    0.000    0.003    0.000 {method 'copy' of 'pygame.rect.Rect' objects}
      285    0.003    0.000    0.014    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/combat_unit.py:589(get_damage)
      277    0.003    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/input.py:10(move_direction)
     1090    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
      950    0.003    0.000    0.004    0.000 /usr/lib/python3.10/genericpath.py:121(_splitext)
      593    0.003    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/input.py:43(pressed_exit)
      317    0.003    0.000    0.023    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/overrides.py:142(decorator)
      965    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/site.py:71(build_center)
      593    0.003    0.000    0.007    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/world_sim.py:102(low_food_for_faction)
      606    0.003    0.000    0.006    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:988(get_tileset_from_gid)
      330    0.003    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Inventory.py:500(add_item)
        2    0.003    0.002    0.111    0.055 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:877(create_object_layer)
     1227    0.003    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:152(execute)
      225    0.003    0.000    0.027    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1543(emit_enemy_melee_hit)
      407    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
     5709    0.003    0.000    0.005    0.000 {built-in method builtins.setattr}
      476    0.003    0.000    0.046    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:89(position_surface_mask_midbottom_at)
      708    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      331    0.003    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ItemSpawner.py:130(create_item)
     1810    0.003    0.000    0.005    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3171(__getattr__)
     4251    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:58(<genexpr>)
      340    0.003    0.000    0.009    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:289(pickup_item)
      317    0.003    0.000    0.595    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:573(_create_combat_unit)
   362/93    0.003    0.000    0.074    0.001 /usr/lib/python3.10/sre_parse.py:436(_parse_sub)
       32    0.003    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:445(_filter_build_site_sprites)
      158    0.003    0.000    0.045    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:257(_evaluate_spawn_limits)
      280    0.003    0.000    0.007    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/loot_table.py:13(_weighted_pick_item_id)
     4532    0.003    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:245(<genexpr>)
     3646    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/NeutralCharacter.py:156(can_receive_interaction)
     3414    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:546(player_death)
     2471    0.003    0.000    0.003    0.000 {built-in method math.ceil}
      213    0.003    0.000    0.009    0.000 /usr/lib/python3.10/os.py:345(_walk)
     1107    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/upkeep.py:7(__init__)
     2835    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/behavior_drivers.py:38(_walk_status)
     1818    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_tile_layers.py:6(layer_index)
      273    0.003    0.000    0.017    0.000 /usr/lib/python3.10/typing.py:1016(__init__)
      354    0.003    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
      953    0.003    0.000    0.005    0.000 /usr/lib/python3.10/posixpath.py:140(basename)
       15    0.003    0.000    0.019    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/NeutralCharacter.py:8(__init__)
      132    0.003    0.000    0.401    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:384(_rebuild_blades)
      547    0.003    0.000    0.010    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/panel.py:17(draw_highlight)
      495    0.003    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:428(_should_log_move)
      277    0.003    0.000    0.004    0.000 /usr/lib/python3.10/typing.py:206(_collect_type_vars)
       19    0.003    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:125(move_selection)
      598    0.003    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:47(get_chief_for_throne)
      317    0.003    0.000    0.012    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/function_base.py:497(add_newdoc)
     3042    0.003    0.000    0.016    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2333(<genexpr>)
     2374    0.003    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      278    0.003    0.000    0.012    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/overrides.py:83(verify_matching_signatures)
     5212    0.003    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:51(get_acceleration_multiplier)
      354    0.003    0.000    0.080    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
     7377    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
       46    0.003    0.000    0.025    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/chief_panel.py:57(draw)
       18    0.003    0.000    0.331    0.018 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:682(add_entry)
      950    0.003    0.000    0.007    0.000 /usr/lib/python3.10/posixpath.py:117(splitext)
      457    0.003    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:59(_validate_spawn_team_id)
   403/29    0.003    0.000    0.372    0.013 {built-in method builtins.__import__}
     1460    0.003    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:24(_slippery_normalized_s)
      449    0.002    0.000    0.006    0.000 /usr/lib/python3.10/enum.py:89(__setitem__)
     4785    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1500(_safe_number)
     5348    0.002    0.000    0.002    0.000 {method 'keys' of 'dict' objects}
     3710    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      445    0.002    0.000    0.007    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3229(insert_on)
     5212    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:55(get_friction_multiplier)
     2965    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:83(<listcomp>)
     2369    0.002    0.000    0.004    0.000 /usr/lib/python3.10/typing.py:935(_is_dunder)
       85    0.002    0.000    0.152    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:301(<listcomp>)
       66    0.002    0.000    0.007    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1886(memory_info)
      117    0.002    0.000    0.002    0.000 {built-in method posix.scandir}
      752    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1086(register_gid)
      148    0.002    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:113(_pick_roam_target)
   354/13    0.002    0.000    1.235    0.095 <frozen importlib._bootstrap_external>:877(exec_module)
     1268    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      277    0.002    0.000    0.015    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:191(_update_camera_mode)
       76    0.002    0.000    0.002    0.000 {built-in method pygame.draw.ellipse}
      319    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:332(parse_properties)
      593    0.002    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:127(is_player_dead)
        6    0.002    0.000    0.002    0.000 /usr/lib/python3.10/weakref.py:368(__init__)
  448/438    0.002    0.000    0.132    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      606    0.002    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:813(get_tile_properties)
      736    0.002    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:304(_animation_frame_sort_key)
      280    0.002    0.000    0.010    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/loot_table.py:55(resolve_loot_table)
      605    0.002    0.000    0.009    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:96(getargspec)
      977    0.002    0.000    0.010    0.000 /usr/lib/python3.10/re.py:202(sub)
     4251    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:59(<genexpr>)
      928    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
     1710    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:40(__init__)
   314/91    0.002    0.000    0.333    0.004 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       29    0.002    0.000    0.009    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerSelection.py:40(draw_grid)
     2985    0.002    0.000    0.002    0.000 {method 'upper' of 'str' objects}
     2793    0.002    0.000    0.002    0.000 {method 'move' of 'pygame.rect.Rect' objects}
     1062    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      107    0.002    0.000    0.843    0.008 /home/fresh/.local/lib/python3.10/site-packages/pytmx/util_pygame.py:61(smart_convert)
     4251    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:60(<genexpr>)
     1223    0.002    0.000    0.002    0.000 {method 'title' of 'str' objects}
     4329    0.002    0.000    0.002    0.000 {method '__contains__' of 'set' objects}
      192    0.002    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:200(generate_random_position)
     1128    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      544    0.002    0.000    0.002    0.000 /usr/lib/python3.10/enum.py:470(__setattr__)
     3468    0.002    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:452(_parse_letter_version)
     1680    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/loot_table.py:18(<genexpr>)
      343    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:446(add)
      354    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      317    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:390(_cast_and_set_attributes_from_node_items)
      317    0.002    0.000    0.068    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/enemy_drop_defaults.py:84(get_default_item_drop_for_monster)
      606    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:718(get_tile_image)
      957    0.002    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1813(round_angle)
     1402    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:186(_active_faction_id)
     4251    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:61(<genexpr>)
      917    0.002    0.000    0.009    0.000 /usr/lib/python3.10/genericpath.py:27(isfile)
      132    0.002    0.000    0.302    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:194(get_format)
      445    0.002    0.000    0.047    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3138(activate)
       20    0.002    0.000    0.038    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/LevelSelection.py:29(draw_grid)
      132    0.002    0.000    0.403    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:335(add_placement)
      538    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:439(__getattr__)
     1788    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:897(__exit__)
     1788    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:893(__enter__)
      132    0.002    0.000    0.412    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:204(place_tile)
      192    0.002    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:428(_set_node_highlights)
      331    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Item.py:4(__init__)
      507    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      158    0.002    0.000    0.041    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:240(_build_limit_snapshot)
      295    0.002    0.000    0.017    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1674(trigger_death_particles)
      460    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:198(cb)
       66    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/__init__.py:1697(_cpu_times_deltas)
       22    0.002    0.000    0.012    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/assets.py:45(ensure_placeholder_files)
      459    0.002    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/_distutils_hack/__init__.py:101(find_spec)
      754    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
        1    0.002    0.002    0.063    0.063 /home/fresh/.local/lib/python3.10/site-packages/cv2/__init__.py:68(bootstrap)
       30    0.002    0.000    0.002    0.000 /usr/lib/python3.10/enum.py:222(<setcomp>)
     3667    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
     1665    0.002    0.000    0.002    0.000 /usr/lib/python3.10/sre_parse.py:173(append)
      950    0.002    0.000    0.011    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1556(safe_name)
      931    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:404(parent)
      476    0.002    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:653(_seat_world_target)
       66    0.002    0.000    0.015    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/__init__.py:315(_init)
      460    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:71(__init__)
      445    0.002    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3260(<listcomp>)
      406    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
     2298    0.002    0.000    0.002    0.000 /usr/lib/python3.10/sre_parse.py:250(match)
       14    0.002    0.000    0.413    0.030 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:784(_place_grass_cells_in_rect)
      317    0.002    0.000    0.011    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:419(_set_properties)
      606    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:784(get_tile_gid)
     3667    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      407    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
      296    0.001    0.000    0.014    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1526(parse_xml)
      289    0.001    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:92(__init__)
     1946    0.001    0.000    0.005    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1118(register_gid_check_flags)
        3    0.001    0.000    0.006    0.002 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1434(<listcomp>)
     1194    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:55(_default_description)
      280    0.001    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/loot_table.py:31(resolve_gold_drop)
       28    0.001    0.000    0.002    0.000 /usr/lib/python3.10/inspect.py:744(cleandoc)
      752    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:868(get_tile_properties_by_gid)
  506/427    0.001    0.000    0.037    0.000 /usr/lib/python3.10/typing.py:306(inner)
       67    0.001    0.000    0.010    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:584(cpu_times)
     1941    0.001    0.000    0.002    0.000 /usr/lib/python3.10/sre_parse.py:161(__len__)
      760    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap>:391(cached)
      547    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
     1686    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:62(rect)
     2076    0.001    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2373(__call__)
      593    0.001    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:701(_draw_site_highlights)
       16    0.001    0.000    0.191    0.012 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:76(import_graphics_left_right)
      285    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:537(get_full_magic_damage)
      593    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/resource_bar.py:13(_ensure_fonts)
       24    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       23    0.001    0.000    0.020    0.001 /home/fresh/.local/lib/python3.10/site-packages/cv2/__init__.py:23(__load_extra_py_code_for_module)
      445    0.001    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/utils.py:43(canonicalize_name)
       93    0.001    0.000    0.115    0.001 /usr/lib/python3.10/sre_compile.py:783(compile)
      445    0.001    0.000    0.016    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2581(fixup_namespace_packages)
      277    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/camera.py:23(move)
       66    0.001    0.000    0.010    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1701(_parse_stat_file)
     1683    0.001    0.000    0.001    0.000 {built-in method _heapq.heappush}
     1255    0.001    0.000    0.002    0.000 /usr/lib/python3.10/sre_parse.py:287(tell)
     1416    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       48    0.001    0.000    0.055    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:181(_plan_path_to)
      606    0.001    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_tile_layers.py:45(tile_gid)
      335    0.001    0.000    0.002    0.000 /usr/lib/python3.10/sre_compile.py:265(_compile_charset)
      611    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1341(redirect_projectile_callback)
      132    0.001    0.000    0.018    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:476(wrapper)
        7    0.001    0.000    0.023    0.003 /usr/lib/python3.10/dataclasses.py:881(_process_class)
      590    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/input.py:46(pressed_snap)
      250    0.001    0.000    0.002    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:117(__init__)
      435    0.001    0.000    0.076    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
      466    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap>:169(__enter__)
      319    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
   591/13    0.001    0.000    1.230    0.095 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      354    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      333    0.001    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:9(__init__)
       72    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      604    0.001    0.000    0.029    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1686(has_metadata)
      206    0.001    0.000    0.061    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2889(_version_from_file)
      132    0.001    0.000    0.004    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:347(_placement_signature)
      606    0.001    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_tile_layers.py:50(tile_surface)
      317    0.001    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/function_base.py:465(_needs_add_docstring)
      998    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      241    0.001    0.000    0.006    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:213(<listcomp>)
      107    0.001    0.000    0.848    0.008 /home/fresh/.local/lib/python3.10/site-packages/pytmx/util_pygame.py:133(load_image)
      317    0.001    0.000    0.005    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:566(_team_id_for_spawn_config)
      918    0.001    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2238(__init__)
      296    0.001    0.000    0.015    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1493(__init__)
       93    0.001    0.000    0.006    0.000 /usr/lib/python3.10/sre_compile.py:560(_compile_info)
