Sun Jun  7 00:58:16 2026    profile.prof

         87521198 function calls (84105556 primitive calls) in 212.643 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:426(OpenerDirector)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weather.py:5(Weather)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/EffectArea.py:1(EffectArea)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:1049(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Particles.py:13(AnimationPlayer)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:339(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/_parser.py:13(Node)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/copyreg.py:22(constructor)
        9    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_globals.py:58(__repr__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:91(MeleeCombatStrategy)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/zipfile.py:2264(FastLookup)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Torch.py:5(Torch)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Tree.py:5(Tree)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/task.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1951(ZipManifests)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:2397(ftpwrapper)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_typing/_array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/walk_grid_cache.py:12(WalkGridCache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/configparser.py:169(Error)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/_iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/hashRect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/index_tricks.py:144(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:839(_hash_set_none)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:600(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/walk_grid.py:10(WalkGrid)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1979(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1459(_caller)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:631(__fspath__)
        6    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:554(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1185(RootFsDeviceFinder)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:6568(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/context.py:99(compose_two)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:608(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/chief_panel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1930(EmptyProvider)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_typing/_dtype_like.py:81(_SupportsDType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:140(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1231(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:58(_make_class_unpicklable)
        3    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:38(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerSelection.py:13(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:571(Executor)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:71(SlipperyEffect)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/panel.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts_validation_runtime.py:17(_env_float)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementTree.py:1109(_ListDataStream)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:6735(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:397(PyDLL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:329(DefragResult)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1771(_entity_broadphase_backend)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/InteractableSeat.py:6(InteractableSeat)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Evasion.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/IceClone.py:6(IceClone)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Trigger.py:2(Trigger)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:583(IResourceProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/_tokenizer.py:9(Token)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/cv2/misc/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/index_tricks.py:717(IndexExpression)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/arrayprint.py:1278(_TimelikeFormat)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/index_tricks.py:530(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Upgrade.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:655(_WrapNumbers)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/WeatherOverlay.py:4(WeatherOverlay)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:834(HTTPPasswordMgr)
        4    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:6544(__has_singleton)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementTree.py:1276(XMLPullParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/more_itertools/more.py:2645(seekable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/extras.py:1655(__init__)
        2    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/plistlib.py:286(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/__init__.py:53(MissingModule)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/DaytimeBrightnessOverlay.py:4(DaytimeBrightnessOverlay)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/_manylinux.py:70(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/text/__init__.py:413(SeparatedValues)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/chief_panel.py:4(ChiefPanel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:8376(_convert2ma)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_adapters.py:19(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/worker_entity.py:16(RtsWorkerEntity)
        4    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:320(_eval_type)
        2    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:417(get_direction_as_string)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/factions.py:23(FactionProfile)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:148(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/cv2/mat_wrapper/__init__.py:16(Mat)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sysconfig.py:293(get_default_scheme)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:289(seek)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/EffectArea.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/feedparser.py:532(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/walk_grid_cache.py:13(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:279(Error)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weapon.py:2(Weapon)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Inventory.py:67(InventorySlot)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sysconfig.py:164(_safe_realpath)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:166(RangedCombatStrategy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/configparser.py:361(Interpolation)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:74(SpecialAttack)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2361(NoDists)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/__future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/panel.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/worker.py:15(RtsWorker)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1878(_strip_annotations)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/QuadTree.py:6(QuadTreeManager)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/hashRect.py:1(HashableRect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/benchmark_broadphase.py:95(DynamicQuadtreeBroadphase)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:783(__hash__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/DeathMenu.py:4(DeathMenu)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:348(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/worker_command_panel.py:108(selected_building)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/dropoff.py:6(DropoffBuilding)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/gather_states.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Particles.py:173(ParticleEffect)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/inputManager.py:6(InputManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/context.py:330(on_interrupt)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/worker_command_panel.py:88(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:64(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/xml/etree/ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1784(__init__)
        5    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/task.py:9(GatherTask)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:428(__setitem__)
        2    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:883(set_tile_properties)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/plistlib.py:324(_PlistWriter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:102(CFunctionType)
        2    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:254(set_player)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ItemSpawner.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/cv2/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1875(EggProvider)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/_musllinux.py:16(_MuslVersion)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:576(_StreamProxy)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/plistlib.py:459(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sysconfig.py:202(is_python_build)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:637(deprecated_method)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        2    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/factions.py:48(source_for_entity)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:69(BrightnessCircle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/threads/__init__.py:127(WorkerQueue)
        3    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:1362(getmask)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/ui/chief_panel.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1335(ExtractionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/more_itertools/more.py:1564(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:141(SummonIceGhosts)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/catalog.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/world_adapter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/extras.py:213(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/plistlib.py:640(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pickle.py:97(_Stop)
        3    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/sites_from_tiles.py:58(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/actions.py:32(RtsActionQueue)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:327(ZombieProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:1374(HTTPHandler)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_adapters.py:15(__getattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/readers.py:27(ZipReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1172(TiledTileset)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/benchmark_runtime.py:612(_env_float_list)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/text/__init__.py:235(Splitter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:845(joinpath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:983(_set_native_id)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:368(_FuncPtr)
        4    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:142(<lambda>)
